"","POP_ID","SPP","SYS_NM","faz_acro","maz_acro","CU_name","CU_findex","Area","IsIndicator","year","escapement","popid.link"
"35",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1984,NA,"131"
"36",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1985,NA,"131"
"37",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1986,NA,"131"
"38",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1987,NA,"131"
"39",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1988,NA,"131"
"40",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1989,NA,"131"
"41",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1990,NA,"131"
"42",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1991,NA,"131"
"43",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1992,NA,"131"
"44",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1993,NA,"131"
"45",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1994,NA,"131"
"46",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1995,NA,"131"
"47",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1996,NA,"131"
"48",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1997,NA,"131"
"49",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1998,NA,"131"
"50",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",1999,NA,"131"
"51",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2000,NA,"131"
"52",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2001,NA,"131"
"53",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2002,2,"131"
"54",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2003,78,"131"
"55",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2004,NA,"131"
"56",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2005,37,"131"
"57",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2006,37,"131"
"58",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2007,182,"131"
"59",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2008,123,"131"
"60",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2009,75,"131"
"61",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2010,1,"131"
"62",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2011,704,"131"
"63",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2012,15,"131"
"64",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2013,62,"131"
"65",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2014,8,"131"
"66",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2015,81,"131"
"67",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2016,48,"131"
"68",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2017,3,"131"
"69",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2018,35,"131"
"70",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2019,25,"131"
"71",131,"CN","CLEMENS CREEK","WVI","WVI","West Vancouver Island-South_FA_0.x","CK-031","23","N",2020,32,"131"
"72",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1950,NA,"3334"
"73",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1951,NA,"3334"
"74",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1952,NA,"3334"
"75",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1953,1500,"3334"
"76",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1954,1500,"3334"
"77",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1955,3500,"3334"
"78",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1956,3500,"3334"
"79",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1957,7500,"3334"
"80",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1958,3500,"3334"
"81",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1959,3500,"3334"
"82",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1960,750,"3334"
"83",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1961,750,"3334"
"84",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1962,750,"3334"
"85",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1963,1500,"3334"
"86",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1964,750,"3334"
"87",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1965,3500,"3334"
"88",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1966,1500,"3334"
"89",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1967,1200,"3334"
"90",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1968,1500,"3334"
"91",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1969,1100,"3334"
"92",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1970,1500,"3334"
"93",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1971,850,"3334"
"94",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1972,1950,"3334"
"95",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1973,1200,"3334"
"96",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1974,2400,"3334"
"97",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1975,525,"3334"
"98",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1976,1100,"3334"
"99",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1977,2800,"3334"
"100",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1978,2500,"3334"
"101",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1979,NA,"3334"
"102",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1980,NA,"3334"
"103",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1981,225,"3334"
"104",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1982,1152,"3334"
"105",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1983,1834,"3334"
"106",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1984,824,"3334"
"107",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1985,929,"3334"
"108",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1986,NA,"3334"
"109",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1987,NA,"3334"
"110",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1988,NA,"3334"
"111",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1989,450,"3334"
"112",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1990,233,"3334"
"113",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1991,NA,"3334"
"114",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1992,1127,"3334"
"115",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1993,638,"3334"
"116",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1994,197,"3334"
"117",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1995,NA,"3334"
"118",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1996,NA,"3334"
"119",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1997,NA,"3334"
"120",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1998,NA,"3334"
"121",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",1999,NA,"3334"
"122",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2000,NA,"3334"
"123",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2001,NA,"3334"
"124",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2002,NA,"3334"
"125",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2003,NA,"3334"
"126",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2004,NA,"3334"
"127",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2005,NA,"3334"
"128",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2006,NA,"3334"
"129",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2007,NA,"3334"
"130",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2008,NA,"3334"
"131",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2009,NA,"3334"
"132",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2010,NA,"3334"
"133",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2011,NA,"3334"
"134",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2012,NA,"3334"
"135",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2013,NA,"3334"
"136",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2014,NA,"3334"
"137",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2015,NA,"3334"
"138",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2016,NA,"3334"
"139",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2017,NA,"3334"
"140",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2018,NA,"3334"
"141",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2019,NA,"3334"
"142",3334,"CN","NANAIMO RIVER","EVI","GStr","East Vancouver Island-Georgia Strait_SU_0.3","CK-083","17","N",2020,NA,"3334"
"143",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1950,NA,"39984"
"144",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1951,NA,"39984"
"145",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1952,NA,"39984"
"146",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1953,NA,"39984"
"147",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1954,25,"39984"
"148",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1955,NA,"39984"
"149",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1956,200,"39984"
"150",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1957,25,"39984"
"151",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1958,NA,"39984"
"152",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1959,NA,"39984"
"153",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1960,NA,"39984"
"154",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1961,25,"39984"
"155",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1962,25,"39984"
"156",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1963,NA,"39984"
"157",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1964,25,"39984"
"158",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1965,25,"39984"
"159",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1966,200,"39984"
"160",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1967,50,"39984"
"161",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1968,100,"39984"
"162",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1969,20,"39984"
"163",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1970,16,"39984"
"164",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1971,30,"39984"
"165",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1972,60,"39984"
"166",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1973,65,"39984"
"167",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1974,40,"39984"
"168",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1975,20,"39984"
"169",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1976,60,"39984"
"170",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1977,150,"39984"
"171",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1978,261,"39984"
"172",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1979,225,"39984"
"173",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1980,90,"39984"
"174",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1981,1750,"39984"
"175",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1982,750,"39984"
"176",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1983,350,"39984"
"177",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1984,275,"39984"
"178",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1985,600,"39984"
"179",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1986,200,"39984"
"180",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1987,200,"39984"
"181",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1988,300,"39984"
"182",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1989,587,"39984"
"183",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1990,1000,"39984"
"184",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1991,2000,"39984"
"185",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1992,1000,"39984"
"186",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1993,900,"39984"
"187",39984,"CN","CHEMAINUS RIVER","EVI","GStr","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.X","CK-025","17","N",1994,225,"39984"
